id,created_at,text
1174981581636657152,2019-09-20 09:40:13,"Meldeeeeeeeeels
Hurahyahuahuhuesjueshueshues https://t.co/uqbiWuB7NI"
1174739397067124742,2019-09-19 17:37:52,RT @OfficialHIMYM: The #HIMYM pilot aired 14 years ago today! Reply with your favorite moment 💙 https://t.co/xCFssdl8Wx
1174663831643217920,2019-09-19 12:37:36,"RT @ProfessorDum: Essa cena de Harry Potter e a Ordem da Fênix é simplesmente de cortar coração. ''Não são as semelhanças entre vocês, são…"
1174660165485903872,2019-09-19 12:23:02,@paulohrsodre aproveita muito esse momento &lt;3
1174657093263134720,2019-09-19 12:10:49,"@paulohrsodre Parabéns, Paulinhoooooo. 
Essa sensação é maravilhosa e vc merece pelo esforço"
1174656876107259904,2019-09-19 12:09:57,@paulohrsodre @elmz_tr cara eu amo o brasil d++++++++++++++++++++
1174610049404166145,2019-09-19 09:03:53,"MANO
heushsudhsusbdudshusbsusbdudbUshssurhsusbsusbausbsuwbusbshahasbsuabhah https://t.co/qbPibB0A2c"
1174410021523906563,2019-09-18 19:49:03,RT @pattonoswalt: This is beyond powerful. Please watch. https://t.co/QrBWpcY6sI
1174391320774959105,2019-09-18 18:34:44,SIM https://t.co/Umc8SENAyr
1174390636235108354,2019-09-18 18:32:01,@sahmurai_ é ler esses troço e ficar revoltado
1174263615421112321,2019-09-18 10:07:17,"@_HiagoM Que orgulho de vcs, mano"
1174124002043936769,2019-09-18 00:52:30,RT @plsfindmeagf: where the fuck do people keep meeting girls? i’ve never met one girl in my fucking life
1174114884793131008,2019-09-18 00:16:17,RT @nickkroll: Big Mouth Season 3 Trailer. Do! The! Thing! Oct 4th! https://t.co/jtXg3rw8yu
1174086351630807040,2019-09-17 22:22:54,@paulohrsodre Eu ri tanto disso Paulinho
1174077603365498881,2019-09-17 21:48:08,eu só elogio a morena assim https://t.co/bmfhrfdhG6
1174061243763765251,2019-09-17 20:43:08,a loucura do cidadão que tava com saudades do braço direito dolorido e cheio de marcas
1173951505306705922,2019-09-17 13:27:04,@elmz_tr essa cara de rico nunca te abandonou
1173915916045889537,2019-09-17 11:05:39,@paulohrsodre é triste precisar de decisões do supremo pra que isso aconteça
1173915189625991169,2019-09-17 11:02:46,"as capivara num são chill
as capivara são desconfiadas de tudo e de todos
pesquisa: capivara no Images do google e… https://t.co/PRDIa5t1Im"
1173914101225021441,2019-09-17 10:58:26,RT @it_meirl_bot: me_irl https://t.co/e4DaSkvn9e https://t.co/Gw41jUjYKO
1173886788424929280,2019-09-17 09:09:54,RT @sirjoancornella: https://t.co/Q9SlutuExi https://t.co/3AmbHWPvaa
1173886563505364992,2019-09-17 09:09:01,"@_HiagoM heushdushsushdsudhsushsushssu
a alma chega desprende do corpo"
1173885436948865024,2019-09-17 09:04:32,"@anavsky3 low carb
low life
✌🏼"
1173885015295504384,2019-09-17 09:02:52,@paulohrsodre Huhuahuahsuahaushauzhsua
1173769218619297792,2019-09-17 01:22:43,@elmz_tr Tá liberado o câncer
1173729792979537920,2019-09-16 22:46:04,eu amo esse homem demais
1173729580378664960,2019-09-16 22:45:13,"os conselhos que ele me deu quando me ligou:
 - não ir pro fundo, se for nadar na praia
 - não ficar até tarde acor… https://t.co/kc6H04bIVR"
1173727765817896963,2019-09-16 22:38:00,"MEU PAI É MUITO FOFOOOOOOO
yeusheushuagdhsusssuhsusbsussu"
1173724388593754112,2019-09-16 22:24:35,"to ficando sem ideias pra cozinhar low carb
mim ajudem"
1173708466608889861,2019-09-16 21:21:19,"@lavraselisa concordo plenamente. 
vc é uma força da natureza nega"
1173707718256930818,2019-09-16 21:18:21,pelo menos eu posso ficar tranquilo pq o bolo era red velvet e eu nem tchum pra esse bolo
1173707265775493121,2019-09-16 21:16:33,@paulohrsodre ai paulinho muito obrigado pelas palavras de incentivo
1173705581145874434,2019-09-16 21:09:51,@paulohrsodre IUAHSEIUAHSIUEAHSIUEHHEISUHEIUSAHEUIASHIUSHIUEhsaiuehaiusheiashese
1173705526221426689,2019-09-16 21:09:38,"a vida do low carb é dificil
recusei um super almoço no tia jura 
e agora recusei bolo de aniversário"
1173698569251037184,2019-09-16 20:41:59,RT @dodo: MY TURN!!!! https://t.co/2WKbd0kDn7
1173697742985728003,2019-09-16 20:38:42,a beleza dessa cidadã https://t.co/of6eKKJHOG
1173695412903010310,2019-09-16 20:29:27,@elmz_tr ASUEHUASHEUHSUEHSAUEHASUHEAISHEAISHEIUASHIUHDIUASHDIUASHDIUHSIUHEIUAHSIUEHASEHSIEHASIUEHAISUEHIASUHEUAISHEIUASHEuiHSIESseihu
1173649027516260352,2019-09-16 17:25:08,RT @memeinutil: https://t.co/o4z1tI06sJ
1173639329530482688,2019-09-16 16:46:35,the office ❤️❤️❤️ https://t.co/1A71BxCBEh
1173628341410291712,2019-09-16 16:02:56,"@paulohrsodre Heushudhdusbsubsusbsusshsusvsusvauss
Eu ri muito com invocação"
1173617092937101312,2019-09-16 15:18:14,@paulohrsodre @elmz_tr aconteceu comigo tbm (menos a parte do anime) e o preço do cinema contribuiu muito tambem
1173611471756038150,2019-09-16 14:55:54,quero jogar esse jogo https://t.co/kbepCmqD1O
1173591709692964864,2019-09-16 13:37:22,"@fhilrb @paulohrsodre SAHUEUASHEUSAHEUAHEUASHEAUSheauehashes
comassim mano??? 
eu tava era concentrando todas as mi… https://t.co/9xDfCDwlTp"
1173588072816160770,2019-09-16 13:22:55,@maarcoslacerdaa meu cu num passava um play 2 girando siow
1173587906474258435,2019-09-16 13:22:15,"@fhilrb @paulohrsodre heusaehuasheusaheusaehsauesaheh
cris, eu recebi um chamado da natureza como nunca antes tinha… https://t.co/B2dFSDgEXn"
1173587154557112320,2019-09-16 13:19:16,ah como é maravilhoso trabalhar em ambiente de start up
1173587058474082304,2019-09-16 13:18:53,"nadson querendo me matar do coração aqui
eu manti a pose mas foram 5 segundos de DESESPERO
uhauhsuehuaehauheaeuaehuaheuahuea"
1173584420823064578,2019-09-16 13:08:24,"RT @ricardopharmaci: isso é Futebol !!!
A diretoria do Feyernood na Holanda convidou crianças atendidas no hospital infantil da cidade para…"
1173556882264510464,2019-09-16 11:18:59,@sahmurai_ na força do ódio
1173555140030320640,2019-09-16 11:12:03,manodoceu https://t.co/Zw5EzGfQh6
1173554739889487880,2019-09-16 11:10:28,@sahmurai_ corre nega corre!!!!11!
1173554599657123840,2019-09-16 11:09:54,"@laaayfernandes Se chama Guava Island. É pequenininho, tem só 50 min mas é uma historia beeeem legal"
1173523723850305536,2019-09-16 09:07:13,vdd https://t.co/j5U7tVF7Kh
1173523215337119745,2019-09-16 09:05:12,@laaayfernandes Assisti esse filme antes de ontem. É muito bonitinho
1173522870691094529,2019-09-16 09:03:50,@joel_bispo eu tô querendo tanto ver esse filme
1173383397554741249,2019-09-15 23:49:37,@paulohrsodre @fhilrb Meldeeeeeeeeels
1173382309778722816,2019-09-15 23:45:17,RT @it_meirl_bot: me_irl https://t.co/b9HpfaOPBx https://t.co/NxXvNtIQFS
1173382118904344577,2019-09-15 23:44:32,tava na hora https://t.co/KcGjcXJvMH
1173355239216418817,2019-09-15 21:57:43,trabalhe muito pra poder comer sushi sempre que desejar
1173353845407309826,2019-09-15 21:52:11,"tava com vontade de sushi
fui olhar os precos no ifood
desisti"
1173352376079699968,2019-09-15 21:46:20,@sahmurai_ já complementa o sabor
1173351548077957122,2019-09-15 21:43:03,@sahmurai_ ai no caso não dá mas vou já mandar um zap p seu samantho pedino um tiquin de sopa
1173350121658097665,2019-09-15 21:37:23,"@sahmurai_ olha
q um uber daqui de casa sai baratinho hein...."
1173349377596960773,2019-09-15 21:34:26,@WelthJohn sim mas saí cedinho
1173349268247187457,2019-09-15 21:33:59,@sahmurai_ keroooooooooooo
1173348736900173828,2019-09-15 21:31:53,@WelthJohn não te vi por lá :(
1173348422419656706,2019-09-15 21:30:38,@sahmurai_ meu sonho é provar dessa tua sopa de feijão
1173312904617254916,2019-09-15 19:09:30,"RT @spectatorindex: Most dangerous places to live, 2019.

1. Brazil
2. South Africa
3. Nigeria
4. Argentina
5. India
6. Peru
7. Kenya
8. Uk…"
1173312018247507972,2019-09-15 19:05:58,atenção amigos tomem o dobro de cuidados hj pq tá rolando uma maré de azar pesada
1173311774524944386,2019-09-15 19:05:00,@HelterWho Eu toda semana me sentindo assim só que não tem a praia
1173260018680041474,2019-09-15 15:39:21,@paulohrsodre Bora Paulinho
1173259991274414081,2019-09-15 15:39:14,"@redieu Vamo, mô. Te procurar por lá"
1173236594934996997,2019-09-15 14:06:16,@lavraselisa comi chorando
1173224722617851904,2019-09-15 13:19:05,"comprei uns pedacin de bolo low carb:
CUSTOU 10 REAAAAAAAAALLLL"
1173208393156349957,2019-09-15 12:14:12,@sahmurai_ Heudhdudhushdushuhushdishdiahsuhdusgsushuheushsu
1173197728836464640,2019-09-15 11:31:50,"cara, dois dias livres no final de semana é um negócio lindo d+. Eu terminei todas as minhas tarefas ontem e ainda sobrou UM DIA INTEIRO"
1173196587994099712,2019-09-15 11:27:18,RT @fhilrb: @lavraselisa @teohen BLOCK https://t.co/eLfqroEM5e
1173195724307124226,2019-09-15 11:23:52,@fhilrb cancelada
1173195623748775937,2019-09-15 11:23:28,@lavraselisa @fhilrb Ficou biruta de vez
1173194527210987520,2019-09-15 11:19:06,@fhilrb ATÉ HOJE ela nunca trouxe um kibe gelado com um tiquinho de cobertura do bolo pq veio no mesmo pratinho
1173189984725213185,2019-09-15 11:01:03,live action de a revolução dos bicho https://t.co/UIUW3VxBJ6
1173188023946813441,2019-09-15 10:53:16,Esse vídeo só me lembra de @sahmurai_ dando uma GAITADA no final quando a mina diz não https://t.co/Ax4xPiN1vz
1173187415793709056,2019-09-15 10:50:51,@lavraselisa É meu trabalho Ana. Sou profissional e irei defender meu cliente
1173187173081845760,2019-09-15 10:49:53,"@fhilrb Percebeu-se, claramente, que era um casal em sincronia"
1173037880807215104,2019-09-15 00:56:39,@lavraselisa Raj me contratou como advogado. O meu cliente FOI TENTADO SEU MERITÍSSIMO
1173035926638989317,2019-09-15 00:48:53,"@lavraselisa VC PROVOCOU RAJ!
Ele não tem culpa"
1173034088040734721,2019-09-15 00:41:35,@lavraselisa KERO
1173032697603735553,2019-09-15 00:36:03,@lavraselisa kero
1173032242349846528,2019-09-15 00:34:15,meldeeeeeeeeeeeeeeeeeeeeeeeeeeeeels https://t.co/CYg6iuvTUX
1173019532232990720,2019-09-14 23:43:44,@elmz_tr tendi. Tomara que seja num horario bom
1173018381202706432,2019-09-14 23:39:10,@elmz_tr ainda vai ser na mesma  semana?
1173011466951233536,2019-09-14 23:11:41,"@adrianoMDOS mestre, ficou muito bom mas ainda não tá certeira . Quando tiver, eu faço questão que tu prove!"
1173010136442560512,2019-09-14 23:06:24,"o tanto de luz que a lua ta refletindo hoje
deve ter traído a joelma de novo"
1173009081239560199,2019-09-14 23:02:13,"@rich_soares MELDEEEEEEEEEEEEEEEELLLSSS!
Melhor eu continuar então
hueshueexhueshussehueshuesjueshueshues"
1173008196983808000,2019-09-14 22:58:42,"@rich_soares ai meldels, rich. Agora me senti pressionado"
1173007393392943106,2019-09-14 22:55:30,"o final me quebrou 
huedhueshueshueshuedhueshueshuesdhuesd https://t.co/qseTng6nc9"
1173004914995474432,2019-09-14 22:45:39,@sahmurai_ xero pra vc &lt;3
1173002360530055168,2019-09-14 22:35:30,"@fhilrb amigo, eu estou aperfeiçoando ainda mas garanto que quando ele estiver apresentável, faço questão de prepar… https://t.co/fLMrX8Dl0V"
1173001835826819077,2019-09-14 22:33:25,"mano, minha monografia envolve pessoas com depressão e twitter. Toda vez que tô coletando material pro trabalho eu… https://t.co/WWCb4s7qno"
1173000821631586306,2019-09-14 22:29:23,parece eu e meus amigos na adolescencia https://t.co/9DLQq91w5g
1172994052989607937,2019-09-14 22:02:30,"@timacedoc obg pela dica Tiago, vo seguir"
1172992697478656001,2019-09-14 21:57:06,eu escrevi um tweet todinho sobre um rich people problemas me senti envergonhado demais pra publicar
1172990302921134080,2019-09-14 21:47:35,@paulohrsodre Eu sempre fico triste quando vejo essas situações
1172989812623794177,2019-09-14 21:45:39,"@paulohrsodre Dá uma tristeza, Paulinho"
1172988552101212160,2019-09-14 21:40:38,"@paulohrsodre Siiiiiiiiiiiiiiiiimmmmmm 
Haushuahsushuhuahauahshsuhsuhayhuahahhahush aaaaaaaaaaaaaaaaa hauq"
1172988131899060224,2019-09-14 21:38:58,A resposta já foi genial mas a maneira que ele falou foi mais engraçada ainda
1172987965511012354,2019-09-14 21:38:18,"tava lembrando do dia do último rolê de morros e do seguinte diálogo no Fest Lanches:
Alguém: ""Tu vai comer as duas… https://t.co/rYANBd6R4O"
1172983256783962113,2019-09-14 21:19:36,@brennoviskis Vamos !!!!!!??????
1172976355492925440,2019-09-14 20:52:10,"@ElainePortela4 e @frangoninja 
todo santo dia lá o trampo
TODO
SANTO
DIA https://t.co/SFMzoJUqJB"
1172975865321463809,2019-09-14 20:50:13,"@lauraboy_ HdussishsuabdusvssubddubdsuabsusbhsbsHEUSHSUHSUSHSUSVSSUSGSHSGSUSGSUAGSUSVSSYSGSUSG
A GAITADA QUE EU DEI AQUI"
1172975143423029250,2019-09-14 20:47:21,"https://t.co/AU5ZCbg4dD
Esse episódio é um tapa na cara de nós controladores.
Eu tô atordoado"
1172974850945822720,2019-09-14 20:46:11,@lavraselisa Que é a melhor parte
1172974503640649729,2019-09-14 20:44:49,@lavraselisa drauzião da massa é seduzente
1172973869365436419,2019-09-14 20:42:17,"@joel_bispo No dia que eu fizer um magnífico, farei questão de preparar um pra você!"
1172959534727536640,2019-09-14 19:45:20,"RT @wonderofscience: Carl Sagan explains how the ancient Greeks knew the Earth was round and calculated its circumference over 2,000 years…"
1172928473335291907,2019-09-14 17:41:54,Ainda bem que eu já tinha terminado de cozinhar
1172928346969268229,2019-09-14 17:41:24,@RicsGomes muito arriscada essa vida
1172926859975241728,2019-09-14 17:35:30,eu não tô tem acreditando que eu cortei o meu dedo num POTE DE PLÁSTICO
1172923531010695168,2019-09-14 17:22:16,eu quando bebe https://t.co/nhG8NFyzd0
1172921813942374400,2019-09-14 17:15:26,@jamaspotter É MUITO MARAVILHOSO
1172921474962939904,2019-09-14 17:14:06,"ok, estou, a cada dia, melhorando o meu frango desfiado com queijo. Dessa vez eu pude usar melhor o shoyu. Temperei… https://t.co/oPFe3KMLUM"
1172920638111199232,2019-09-14 17:10:46,@elmz_tr Porra meu primo aí tu me quebra
1172901790926422016,2019-09-14 15:55:53,"@r_camelo Eu quero uma grande, por isso o preço tá por aí"
1172901342626680833,2019-09-14 15:54:06,@r_camelo Entre 80 e 120 reaaaaaais
1172899357588426752,2019-09-14 15:46:12,tá foda desfiar o peito de frango na mão toda vez. Por isso quero uma panela de pressão MAS ESSES NEGÓCIO CUSTAM MUITO CARO
1172899063362195457,2019-09-14 15:45:02,pq as panelas de pressão custam tanto?
1172895532739702784,2019-09-14 15:31:01,"sim Ricky
Siiiiiiiiiiiiiiiiimmmmmm https://t.co/ahipJJVjaq"
1172894834450939904,2019-09-14 15:28:14,"RT @laaayfernandes: Gente, o thalys foi encontrado, já está em casa e tá tudo bem! Obrigada a quem compartilhou! ❤️🙏🏽"
1172884553519763457,2019-09-14 14:47:23,"se eu for pelo menos metade do homem que meu pai é, serei um homem realizado"
1172884315660783621,2019-09-14 14:46:26,Ele fica super animado quando conto as coisas boas que aconteceram. Quer saber de tudinho
1172884124845129728,2019-09-14 14:45:41,O triste foi perceber que eu tinha UM MONTE de coisa pra contar pra ele sobre a minha vida. Das mudanças que foram… https://t.co/HZgJgsVrt6
1172883933429673984,2019-09-14 14:44:55,"AAFF
acabei de falar com meu pai e meu coração tá aqui apertadinho de sdds"
1172872057626996736,2019-09-14 13:57:44,sempre que eu vejo só uma tirada dessas de Brooklyn 99 eu gosto e dou risada. Agora quando tô vendo os episódios da… https://t.co/cmFytD0lhP
1172870939710763009,2019-09-14 13:53:17,TENTEI E FUNCIONA https://t.co/Xo5ydLnViC
1172870149747236864,2019-09-14 13:50:09,Hueheuehueehueheuehuehueue https://t.co/5gmOUcos6H
1172868899563626496,2019-09-14 13:45:11,@sahmurai_ oh nega ❤️
1172867690622570502,2019-09-14 13:40:22,@sahmurai_ queria só te dar um abraço
1172861041446928384,2019-09-14 13:13:57,@sahmurai_ 😢
1172860136714620928,2019-09-14 13:10:21,RT @nilmoretto: Deep Fake analógico https://t.co/4CWMSDqL2C
1172859575822950401,2019-09-14 13:08:08,ainda tem um sabadão todinho pela frente
1172859487448915968,2019-09-14 13:07:47,"ainda são dez da manhã e eu já varri a casa, lavei o banheiro, lavei as louças, arrumei o quarto e minhas roupas estão na máquina"
1172859031679053824,2019-09-14 13:05:58,@fhilrb mano o ódio que eu fiquei dessa galera
1172853735959257088,2019-09-14 12:44:55,RT @evandrof: Tem que acabar com os playboy https://t.co/NsXDHynRoJ
1172819837783072769,2019-09-14 10:30:13,"acordei hoje antes do alarme
fiquei triste por alguns segundos
aí lembrei que a alegria não era por acordar tarde
e… https://t.co/RijFICjnox"
1172816231696601088,2019-09-14 10:15:54,@legadaodamassa tá foda hein legado
1172815081899528193,2019-09-14 10:11:20,@fhilrb Parece um spin off de the office
1172628577411579906,2019-09-13 21:50:13,"@elmz_tr Siiiiimmmm
Toda vez que ele solta um Lado eu acho massa"
1172626022757519360,2019-09-13 21:40:04,"RT @cdchavinho: Galerinha, o @thalysplacido está sem se comunicar com os amigos e a família desde a quarta dia 11/09. Todos estão preocupad…"
1172624442599624705,2019-09-13 21:33:48,uncanny valley https://t.co/PuVYaeMG1a
1172624016730984448,2019-09-13 21:32:06,quero terminar de assistir The Boys pra poder ouvir ao nerdcast
1172623131590234114,2019-09-13 21:28:35,"monografia
monografia
monografia"
1172608070599499777,2019-09-13 20:28:44,"com esse tempo todo eu tô pensando em fazer viagens, conhecer o mundo, curdar Cinema"
1172607724955295752,2019-09-13 20:27:22,"eu não tô sabendo lidar com o fato de:
ser dia de semana
ainda está fazendo sol
EU JA TO EM CASA
amanhã eu tenho o… https://t.co/WtzKp6B1Ow"
1172578960275886081,2019-09-13 18:33:04,@r_camelo about time 😍
1172578801718460416,2019-09-13 18:32:26,"@paulohrsodre ta apaixonaaaaaaaado
paulinhoooooo"
1172539830078713857,2019-09-13 15:57:34,meu pai disse que me ligaria ao meio dia e to aqui ansioso esperando
1172516366567583749,2019-09-13 14:24:20,@paulohrsodre ow meldels
1172514247391268866,2019-09-13 14:15:55,"VEIO
PAGUEI 6 CONTO NO ALMOÇO LOW CARB
obrigado @iFood https://t.co/T3IVa67Uld"
1172514105518960640,2019-09-13 14:15:21,@paulohrsodre que triste meu bem. Tá tudo bem?
1172513232319320067,2019-09-13 14:11:53,@paulohrsodre de novo????????
1172512623520358400,2019-09-13 14:09:28,antes de emprestar o meu cartão pra minha mãe eu deveria ter me preparado melhor
1172512513197584387,2019-09-13 14:09:02,só preciso de um cuponzin do ifood preu poder garantir o meu almoço
1172489053192806400,2019-09-13 12:35:48,"@paulohrsodre uehuhsuehsuheusesuhesheushe
vc ta sempre arrasando paulinho"
1172476036967227392,2019-09-13 11:44:05,"as cara dos cara no final 
asheuahjseuhasiueahsiuehasiuehaiuehuiaheaiuheuiaheaisuheaishue https://t.co/zuwOPA6z8m"
1172457834749018112,2019-09-13 10:31:45,"@elmz_tr Que notícia maravilhosa, Elmo. 
Eu tô muito orgulhoso de ti, mano. 
Aaaaaaaaaaaaaaaaa 😍😍😍"
1172454475187048448,2019-09-13 10:18:24,@adrianoMDOS John Wick Naruto
1172307685968162816,2019-09-13 00:35:07,Com pequenas aberturas mas ainda assim
1172307540023107584,2019-09-13 00:34:32,Vão ser 20 dia de férias no trampo que eu vou passar exclusivamente escrevendo a monografia
1172307376520777728,2019-09-13 00:33:53,já tô com o planejamento da minha monografia todinho pronto
1172306518185824256,2019-09-13 00:30:28,"@elmz_tr Boa, Elmo. Vai dar certo elmo"
1172263742333227008,2019-09-12 21:40:30,"RT @sincerojesuis: muito sexo pra todo mundo, pq quem transa não inferniza a vida dos outros"
1172259942557978649,2019-09-12 21:25:24,@paulohrsodre mto fofooooooooooooo
1172259476566683648,2019-09-12 21:23:33,"https://t.co/N989sJxF3t

AFF HOW I MET YOUR MOTHER PQ ME MARCASTES TANTO?"
1172229704977387520,2019-09-12 19:25:15,vdd https://t.co/d3HOGNIVo5
1172202544434745344,2019-09-12 17:37:19,"RT @KharloKong: Me: *Enters large, open room in a video game*

Game: *Auto saves*

Me: 👀

Game: 👀"
1172151360361549829,2019-09-12 14:13:56,"não penteei meu cabelo hj e ele ficou bem enroladinho 
uAHSeuhuaehauseuaheuasehuasehasuehasueh"
1172149157286559744,2019-09-12 14:05:11,RT @braian: Welcome to Deep Web https://t.co/6x4yEkxDG7
1172133211322949632,2019-09-12 13:01:49,esse podcast de the office vai ser muito bom
1172133108839321600,2019-09-12 13:01:24,RT @johnkrasinski: Finally! https://t.co/GzfA9Thl1t
1171959986311847936,2019-09-12 01:33:29,RT @UniverCurious: There's always a solution... https://t.co/h6EbcPMlt9
1171923336202477568,2019-09-11 23:07:51,@redieu TBM QUEROOOOOOOOOOOOO
1171900376376909825,2019-09-11 21:36:37,OLHA ISSOOOOOOOOOOOOOOOOOOOOOOOOO https://t.co/dBsjXclTu4
1171875995806261249,2019-09-11 19:59:44,"SIM
SIIIMMMM
SIIIIIIIMMMMMMMMMMMMM https://t.co/EGv7PNjQI1"
1171870360817606658,2019-09-11 19:37:20,@sahmurai_ hsuaehusheahsuesahesaheahseuaheuasheuasheshe
1171866978602102785,2019-09-11 19:23:54,vdd https://t.co/IDPNiMUlHJ
1171863658919542785,2019-09-11 19:10:43,@elmz_tr shuaeuasheauheuahsesuehsuaheuaheuashe
1171819756971864069,2019-09-11 16:16:16,RT @I0ading: Sinceramente to precisada de bebidas alcoólicas
1171785769859596288,2019-09-11 14:01:12,o melhor é a tradução que a galera meteu nos comentários
1171785467781681153,2019-09-11 14:00:00,EU VI UM VIDEO DOS GRINGO OUVINO NEGO DRAMA UASHEUASEIASHEIASHEIUASHEIUASHEHEIASHEAIUSHEAISUEHIASUHE
1171774202975870982,2019-09-11 13:15:15,"caraaaaaaaaaaaaaaaiooooooooooooooo
baseuhaseuaheuhueaueuaheuhauheuashe https://t.co/bkgJWG3RRD"
1171773442951208960,2019-09-11 13:12:13,@a_exausta é daí pra cima
1171773155087736833,2019-09-11 13:11:05,essa entrevista foi pesada https://t.co/9Khoah9hGh
1171757967093456902,2019-09-11 12:10:44,RT @amyholdingstuff: Amy Adams holding The Communist Manifesto https://t.co/QLTCdIEYEG
1171586718656585729,2019-09-11 00:50:15,to viciado em Man Down da rihanna não sei como parar de ouvir
1171586070166867969,2019-09-11 00:47:40,"@becxvi tá muito bom, Rebs.
Tô me sentindo no master chef"
1171569928673124352,2019-09-10 23:43:32,eu só chego assim na morena https://t.co/AOOeSVxHhm
1171569509200797696,2019-09-10 23:41:52,"cara, falando serinho:
A comida que eu fiz ficou gostosa demaaaaais.
A pimento dedo de moça foi um toque maravilhoso"
1171569285585674245,2019-09-10 23:40:59,@elmz_tr Ficou muito bom elmo
1171565693915058176,2019-09-10 23:26:42,Tem que existir um perfume com esse cheiro pq meldels
1171565265919905793,2019-09-10 23:25:00,"acabei de fazer um frango desfiado, temperado com cebola, alho, pimenta de cheiro, dedo de moça, pimentão, cheiro v… https://t.co/nncCcHMgyH"
1171525952272134146,2019-09-10 20:48:47,vdd https://t.co/cVQatRl93o
1171500612032184320,2019-09-10 19:08:05,Eu ainda vou conseguir entender a minha ligação inexplicável com os palhaços. É esquisito o número de palhaços que… https://t.co/KTclsDzfpv
1171497475015733249,2019-09-10 18:55:38,aseaeoiasoeajsoejiosjeahsuiehaiusehiauhseuiaheiuhieshehase https://t.co/gB3EroqcFS
1171438851719479298,2019-09-10 15:02:41,The Boys é do Erick Kripke e eu fiquei foi abestalhado. O cara criou Supernatural e agora The Boys
1171414424097304580,2019-09-10 13:25:37,RT @arthurkflam: Mad Max: Fury Road (2015) https://t.co/KgL8FYNZIo
1171406929157140486,2019-09-10 12:55:50,quem não olharia https://t.co/FkbZ2YVeH0
1171393867339505666,2019-09-10 12:03:56,"era o meu medo
mas parece que não vai ter como https://t.co/7nbQzQqZJH"
1171211985305948167,2019-09-10 00:01:12,"meu sonho é ser Marshall Eriksen
mas estou preso na Robin Scherbatsky"
1171209008616824834,2019-09-09 23:49:22,desde ontem que eu mando mensagem e email pro @iFood e nenhuma resposta. Não é que tá demorando pra resolver o meu… https://t.co/Ib79jdhXCE
1171202389761806336,2019-09-09 23:23:04,"RT @marcogomes: Vamos nos lembrar de Alan Turing (1912): Herói de guerra, principal responsável por salvar 14 milhões de vidas na WWII, cri…"
1171202369100636162,2019-09-09 23:22:59,como explicar https://t.co/OYOAIPf1g6
1171149664235728896,2019-09-09 19:53:33,"RT @bero2correia: Para os tuiteiros pescadores...

O melhor laçamento de tarrafa de todos os tempos... https://t.co/oTGbpN1ZS9"
1171093272082731009,2019-09-09 16:09:28,@adrianoMDOS essa criança ja viveu muita coisa mestre
1171041716658475009,2019-09-09 12:44:36,@HelterWho guri dos anos 50 viajante do tempo
1171041583015366661,2019-09-09 12:44:04,@sahmurai_ parece geraldo quando estudava no liceu e ficava fumando no fundo da escola me disseram...
1171036712648286210,2019-09-09 12:24:43,@sahmurai_ esse mlk já passou por umas coisa na vida
1171032039421882368,2019-09-09 12:06:09,awhiuahduoiahduahsiuahuhauiwhauhsiuhasuhaiushauhsuiahsuahasuh https://t.co/dShQ13kook
1171023297619922944,2019-09-09 11:31:25,"eu amo o ygor
é amor de verdade https://t.co/gYWoJqGtvA"
1170873912076333057,2019-09-09 01:37:49,testaremos o SAC do ifood pra ver se presta mesmo
